marital_status,application_mode,application_order,course,daytime/evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,target
Single,0,4,14,Daytime,1,140.0,13,0,22,23,43,130.5,Yes,No,No,Yes,Female,No,20,Yes,0,6,6,6,12.333333333333334,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,2
Single,9,1,16,Evening,1,110.0,0,17,22,29,43,134.3,No,No,No,Yes,Male,No,24,No,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,0
Single,0,1,11,Daytime,1,148.0,0,0,0,24,37,137.5,No,No,No,Yes,Male,No,18,No,0,7,7,7,14.842857142857143,0,0,8,9,8,14.38888888888889,0,16.2,0.3,-0.92,2
Single,0,1,11,Daytime,1,137.0,0,0,7,24,38,125.3,No,No,No,Yes,Male,No,19,No,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,1
Single,0,1,8,Daytime,1,120.0,0,0,7,27,41,111.3,No,No,No,Yes,Male,Yes,18,No,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,1
Single,9,9,16,Evening,1,120.0,0,18,23,29,39,144.8,No,No,No,Yes,Male,No,28,No,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,1
Single,9,1,16,Evening,1,130.0,0,0,0,29,41,152.1,No,No,No,Yes,Male,No,28,No,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,0
Single,4,1,10,Daytime,1,132.0,0,18,23,0,39,126.1,No,No,No,Yes,Male,No,20,No,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
Single,11,1,11,Daytime,1,130.0,0,0,0,27,38,136.0,Yes,No,No,Yes,Male,No,22,No,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,2
Single,0,4,11,Daytime,1,128.0,0,6,0,24,38,124.3,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,2
Single,0,1,13,Daytime,1,132.0,0,0,7,27,39,129.9,Yes,No,No,Yes,Male,No,20,No,0,6,10,6,12.714285714285714,0,0,6,8,4,13.0,0,12.4,0.5,1.79,1
Single,9,2,12,Daytime,1,133.1,0,12,0,22,38,136.1,No,No,No,Yes,Male,No,26,No,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,0
Single,0,2,10,Daytime,1,120.0,0,17,22,29,43,115.1,Yes,No,No,No,Male,No,21,No,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,0
Single,3,2,0,Daytime,1,145.0,0,12,15,22,36,143.6,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,2
Single,4,1,8,Daytime,1,127.0,0,17,23,29,41,115.8,Yes,No,No,Yes,Male,No,18,No,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,2
Single,0,2,0,Daytime,1,135.0,0,6,7,24,41,149.0,Yes,No,No,Yes,Male,No,22,No,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,2
Married,9,1,6,Daytime,19,133.1,0,17,22,29,43,100.0,No,No,No,Yes,Male,No,36,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,0
Single,0,1,14,Daytime,1,125.0,0,18,23,29,43,133.4,Yes,No,No,Yes,Male,Yes,20,No,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,2
Single,4,5,13,Daytime,1,127.0,0,12,25,22,36,122.8,No,No,No,Yes,Male,No,20,No,0,6,6,3,12.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0
Single,9,1,16,Evening,1,133.1,0,17,0,25,38,151.2,No,No,No,Yes,Male,No,25,No,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,0
Single,9,1,3,Daytime,1,150.0,0,17,7,26,38,137.0,No,No,No,Yes,Male,No,35,No,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,2
Single,0,1,0,Daytime,1,133.1,0,0,22,27,41,118.0,No,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0
Single,11,1,4,Daytime,1,150.0,0,12,24,23,41,126.4,No,No,No,Yes,Male,No,26,No,5,7,8,7,13.285714285714286,0,3,8,11,7,12.142857142857142,0,12.4,0.5,1.79,1
Single,12,1,3,Daytime,39,130.0,0,18,23,29,39,130.0,No,No,Yes,No,Male,No,20,No,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,0
Single,11,1,2,Evening,12,133.1,0,17,0,29,2,112.5,No,No,No,Yes,Male,No,50,No,6,13,13,6,11.333333333333334,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,0
Single,0,1,11,Daytime,1,125.0,0,6,23,29,42,118.3,No,No,No,Yes,Male,No,20,No,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,0
Single,0,1,11,Daytime,1,127.0,0,12,0,22,42,121.4,No,No,No,Yes,Male,No,20,No,0,7,10,5,13.976666666666668,0,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,1
Single,17,1,3,Daytime,3,140.0,0,12,7,22,2,140.0,No,No,No,No,Male,No,35,No,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,0
Single,0,1,13,Daytime,1,110.0,0,12,7,24,39,109.0,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,13.142857142857142,0,0,6,8,6,14.166666666666666,0,15.5,2.8,-4.06,2
Married,9,2,8,Daytime,1,133.1,0,17,22,25,41,110.0,No,No,No,Yes,Male,No,43,No,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Single,4,5,11,Daytime,1,124.0,0,12,23,22,1,119.8,No,No,No,Yes,Male,No,19,No,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,2
Single,9,1,11,Daytime,1,114.0,0,17,22,29,43,130.0,No,No,No,Yes,Male,No,25,No,0,8,11,6,12.675,0,0,8,11,6,12.675,0,12.7,3.7,-1.7,2
Single,3,1,0,Daytime,1,155.0,0,0,15,25,2,167.3,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,2
Single,4,2,15,Daytime,1,114.0,0,0,7,29,43,111.9,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.0,0,0,6,7,6,12.5,0,7.6,2.6,0.32,1
Single,0,1,0,Daytime,1,133.1,0,18,22,25,39,136.0,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0
Single,0,1,10,Daytime,1,125.0,0,17,22,23,37,124.0,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,11.0,0,0,6,6,5,12.2,0,11.1,0.6,2.02,0
Married,9,1,16,Evening,1,120.0,0,6,22,23,43,132.9,No,No,No,Yes,Male,No,32,No,0,5,11,4,10.75,0,0,5,11,4,11.333333333333334,0,13.9,-0.3,0.79,0
Married,9,1,14,Daytime,38,100.0,0,17,22,29,41,154.0,Yes,No,No,Yes,Male,No,57,No,0,6,7,5,14.2,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,2
Single,0,1,11,Daytime,1,133.1,0,0,7,23,39,115.0,No,No,No,No,Male,No,20,No,0,7,11,4,12.6,0,0,7,7,4,11.575,0,16.2,0.3,-0.92,0
Single,9,1,16,Evening,1,120.0,0,0,0,25,39,96.0,Yes,No,No,No,Male,No,38,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0
Married,9,1,16,Evening,1,120.0,0,17,15,29,37,168.2,No,No,No,Yes,Male,No,45,No,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,12.4,0.5,1.79,2
Married,9,1,14,Daytime,1,110.0,0,17,22,29,2,140.0,No,No,Yes,No,Male,No,43,No,0,6,16,2,10.0,0,0,6,12,4,12.25,0,10.8,1.4,1.74,0
Single,4,4,4,Daytime,1,144.0,0,18,0,29,43,137.4,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,2
Married,9,1,16,Evening,19,133.1,0,6,7,24,38,150.0,No,No,No,No,Male,No,49,No,0,5,8,2,11.0,0,0,5,5,1,11.0,0,15.5,2.8,-4.06,0
Married,9,1,11,Daytime,19,133.1,0,17,23,29,41,100.5,Yes,No,No,Yes,Male,No,43,No,0,8,8,7,11.635714285714286,0,0,8,8,7,11.635714285714286,0,10.8,1.4,1.74,1
Single,9,1,2,Evening,1,133.1,0,17,23,29,43,148.5,No,No,No,Yes,Male,No,34,No,0,6,6,4,12.25,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0
Single,4,5,6,Daytime,1,138.0,0,6,7,25,39,123.3,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,4,12.5,0,0,5,11,5,11.285714285714286,0,12.4,0.5,1.79,1
Married,9,1,16,Evening,1,120.0,0,18,23,1,38,138.7,No,No,No,Yes,Male,No,43,No,0,5,5,5,13.8,0,0,5,6,5,13.666666666666666,0,10.8,1.4,1.74,2
Single,0,2,10,Daytime,1,120.0,0,6,0,29,42,117.2,No,No,No,Yes,Male,No,21,No,0,6,8,3,12.0,0,0,6,9,1,11.0,0,15.5,2.8,-4.06,0
Married,9,1,16,Evening,1,160.0,0,14,19,31,45,114.3,No,No,No,Yes,Male,No,40,No,0,5,9,3,11.0,0,0,5,8,4,12.5,1,7.6,2.6,0.32,1
Single,4,1,13,Daytime,1,134.0,0,6,22,25,39,125.3,Yes,No,No,Yes,Male,Yes,19,No,0,6,7,4,13.75,0,0,6,10,6,11.555555555555555,0,10.8,1.4,1.74,2
Single,0,1,10,Daytime,1,133.1,0,17,22,1,1,97.0,No,No,No,Yes,Male,No,27,No,0,6,6,6,10.666666666666666,0,0,6,8,4,11.25,0,10.8,1.4,1.74,1
Married,10,1,12,Daytime,1,110.0,0,17,22,29,40,140.0,No,No,No,Yes,Male,No,43,No,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,0
Single,11,1,16,Evening,1,130.0,0,17,22,29,43,124.0,No,No,No,Yes,Male,No,31,No,1,5,6,5,13.833333333333334,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,2
Single,12,1,3,Daytime,39,140.0,0,18,0,8,14,140.0,Yes,No,Yes,Yes,Male,No,26,No,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,1
Single,9,1,16,Evening,1,150.0,0,17,23,17,5,127.0,No,No,No,Yes,Male,No,34,No,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,2
Divorced,11,1,11,Daytime,19,100.0,0,14,19,0,0,110.0,No,No,No,Yes,Male,No,30,No,11,14,26,12,12.52608695652174,1,11,14,26,12,12.52608695652174,1,7.6,2.6,0.32,2
Married,9,1,11,Daytime,19,133.1,0,18,23,27,42,170.0,No,No,No,Yes,Male,No,36,No,0,7,9,6,12.783333333333331,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,0
Single,17,1,16,Evening,3,120.0,0,17,22,26,41,120.0,No,No,Yes,No,Male,No,46,No,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,0
Single,4,1,5,Daytime,1,133.1,0,0,7,25,43,130.0,No,No,No,Yes,Male,No,22,No,0,5,8,3,13.0,0,0,5,8,3,10.666666666666666,0,7.6,2.6,0.32,2
Single,17,1,3,Daytime,3,130.0,0,0,7,25,43,130.0,No,No,No,Yes,Male,No,27,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0
Single,0,2,6,Daytime,1,126.0,0,0,23,9,32,122.5,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,1
Single,14,1,8,Daytime,1,130.0,0,6,23,29,42,115.7,No,No,No,Yes,Male,No,20,No,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,1
Single,10,1,6,Daytime,1,140.0,0,6,7,30,44,120.0,No,No,Yes,No,Male,No,31,No,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Single,0,1,6,Daytime,1,140.0,0,17,7,29,43,166.0,Yes,No,Yes,Yes,Male,No,20,No,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
Single,4,1,14,Daytime,1,145.0,0,0,23,30,42,132.8,Yes,No,No,No,Male,No,21,No,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
Single,4,1,8,Daytime,1,133.1,0,6,7,29,41,100.0,No,No,No,Yes,Male,No,21,No,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,0
Single,0,1,8,Daytime,1,127.0,0,0,25,29,2,121.8,No,No,No,Yes,Male,No,19,No,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,2
Single,4,4,8,Daytime,1,114.0,0,6,7,24,38,109.5,Yes,No,No,Yes,Male,Yes,20,No,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,2
Single,0,1,3,Daytime,1,140.0,0,18,0,29,38,138.3,No,No,No,Yes,Male,No,18,No,0,6,7,6,16.0,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,2
Single,0,2,14,Daytime,1,140.0,0,0,0,24,37,131.6,No,No,No,Yes,Male,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,2
Single,9,1,11,Daytime,1,120.0,0,0,8,11,10,125.3,No,No,Yes,Yes,Male,No,30,No,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,1
Single,9,1,10,Daytime,19,133.1,0,6,7,23,1,101.5,No,No,Yes,No,Male,No,34,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0
Single,4,1,13,Daytime,1,115.0,0,6,7,18,25,109.1,No,No,Yes,No,Male,No,21,No,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,1
Single,12,1,4,Daytime,39,123.9,0,17,0,29,41,123.9,No,No,No,Yes,Male,No,20,No,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,0
Single,0,1,11,Daytime,1,157.0,0,17,22,29,43,143.0,No,No,No,Yes,Male,No,18,No,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,2
Single,0,1,0,Daytime,1,127.0,0,0,0,24,37,126.3,Yes,No,Yes,Yes,Male,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0
Married,10,1,3,Daytime,1,120.0,0,12,0,22,36,113.3,No,No,No,Yes,Male,No,26,No,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0
Single,4,1,6,Daytime,1,130.0,0,18,7,27,37,119.9,Yes,No,Yes,Yes,Male,No,20,No,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,0
Single,12,1,3,Daytime,39,140.0,0,0,23,1,43,140.0,No,No,No,Yes,Male,No,25,No,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,0
Single,4,1,13,Daytime,1,109.0,0,0,0,24,38,108.0,No,No,No,Yes,Male,No,19,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
Single,9,2,8,Daytime,1,143.0,0,6,31,24,1,100.0,Yes,No,No,Yes,Male,No,24,No,0,5,8,3,10.666666666666666,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,0
Single,0,1,7,Daytime,1,125.0,0,12,15,22,36,132.4,No,No,No,Yes,Male,No,20,No,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,2
Single,0,1,8,Daytime,1,136.0,0,0,15,29,39,137.1,No,No,No,Yes,Male,No,20,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Single,13,3,4,Daytime,1,157.0,0,12,0,29,40,138.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,8,6,14.125,0,10.8,1.4,1.74,2
Divorced,9,1,12,Daytime,1,160.0,0,6,15,29,36,130.0,No,No,No,Yes,Female,No,25,No,0,7,14,7,11.95,0,0,8,15,7,12.042857142857144,0,12.7,3.7,-1.7,1
Single,4,1,10,Daytime,1,116.0,0,18,22,29,40,109.7,Yes,No,No,Yes,Female,No,22,No,0,6,7,5,14.0,0,0,6,6,6,15.666666666666666,0,11.1,0.6,2.02,2
Single,11,1,2,Evening,1,113.0,0,17,22,0,40,128.2,No,No,No,No,Female,No,41,No,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,0
Single,0,2,8,Daytime,1,130.0,0,17,23,27,43,117.8,No,No,Yes,Yes,Female,Yes,19,No,0,5,11,2,11.5,0,0,5,10,0,0.0,0,12.7,3.7,-1.7,0
Single,11,1,7,Daytime,1,150.0,0,12,15,23,38,150.0,Yes,No,No,Yes,Female,No,21,No,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,2
Single,9,1,5,Daytime,1,110.0,0,0,0,25,39,160.0,Yes,No,Yes,Yes,Female,No,30,No,0,6,7,6,16.428571428571427,0,0,6,7,6,16.666666666666668,0,13.9,-0.3,0.79,0
Single,0,5,11,Daytime,1,101.0,0,18,23,29,43,104.5,Yes,No,No,Yes,Female,Yes,21,No,0,7,9,5,13.336000000000002,0,0,8,9,7,13.207142857142856,0,11.1,0.6,2.02,2
Married,9,2,12,Daytime,1,110.0,0,6,23,29,43,112.8,No,No,No,Yes,Female,Yes,26,No,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,1
Single,2,1,13,Daytime,1,133.1,18,0,0,29,38,100.0,No,No,No,Yes,Female,No,21,Yes,2,7,9,7,14.666666666666666,0,1,6,8,6,14.0,0,11.1,0.6,2.02,2
Single,0,1,11,Daytime,1,138.0,0,0,0,23,38,132.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,14.115714285714288,0,0,8,8,7,14.115714285714288,0,10.8,1.4,1.74,2
Single,0,4,5,Daytime,1,138.0,0,12,0,1,38,123.3,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,14.857142857142858,0,0,6,10,6,13.11111111111111,0,12.4,0.5,1.79,2
Single,0,2,5,Daytime,1,141.0,0,0,23,29,42,128.9,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.833333333333334,0,0,6,10,6,13.714285714285714,0,8.9,1.4,3.51,2
Single,4,2,8,Daytime,1,129.0,0,7,15,22,36,128.3,Yes,No,No,Yes,Female,No,19,No,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,1
Single,11,1,5,Daytime,1,127.0,0,12,15,22,39,100.0,No,No,No,Yes,Female,No,21,No,0,6,11,4,11.75,0,0,6,12,3,13.666666666666666,0,13.9,-0.3,0.79,1
Single,4,2,8,Daytime,1,133.0,0,6,0,29,37,120.1,Yes,No,No,Yes,Female,Yes,18,No,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,0
Single,9,1,11,Daytime,1,100.0,0,17,22,27,41,160.0,Yes,No,No,Yes,Female,Yes,24,No,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,2
Single,0,1,7,Daytime,1,138.0,0,20,31,22,36,123.0,Yes,No,No,Yes,Female,No,21,No,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,1
Single,12,1,5,Daytime,39,150.0,0,6,7,29,43,150.0,Yes,No,No,Yes,Female,No,23,No,1,6,14,5,14.428571428571429,0,1,6,7,6,13.428571428571429,0,16.2,0.3,-0.92,2
Single,4,2,11,Daytime,1,129.0,0,18,7,25,41,124.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,14.312857142857142,0,0,8,8,7,14.312857142857142,0,10.8,1.4,1.74,2
Single,9,1,5,Daytime,1,130.0,0,20,0,22,43,120.0,No,No,No,No,Female,No,26,No,0,6,8,6,15.428571428571429,0,0,6,7,5,14.5,0,11.1,0.6,2.02,1
Single,0,1,7,Daytime,1,133.0,0,18,23,25,42,120.4,Yes,No,No,Yes,Female,No,20,No,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,2
Single,0,1,9,Daytime,1,133.0,0,20,0,25,39,131.6,No,No,No,Yes,Female,No,18,No,0,6,7,6,13.833333333333334,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,2
Single,0,1,9,Daytime,1,107.0,0,7,3,23,2,104.2,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,2
Single,0,1,11,Daytime,1,131.0,0,6,7,24,38,122.0,Yes,No,No,Yes,Female,No,20,No,0,8,8,7,14.014285714285714,0,0,8,8,7,14.014285714285714,0,12.7,3.7,-1.7,1
Single,4,2,9,Daytime,1,118.0,0,0,7,24,2,110.7,Yes,Yes,No,Yes,Female,No,18,No,0,6,15,2,10.333333333333334,3,0,6,13,3,13.333333333333334,0,12.7,3.7,-1.7,1
Single,0,4,14,Daytime,1,136.0,0,0,3,29,2,121.7,Yes,No,No,Yes,Female,Yes,22,No,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,2
Single,0,1,11,Daytime,1,125.0,0,17,22,29,43,126.0,Yes,No,Yes,Yes,Female,No,20,No,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,2
Single,4,4,11,Daytime,1,137.0,0,0,22,29,43,128.4,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.385714285714286,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,2
Single,0,1,7,Daytime,1,144.0,0,12,0,22,38,134.9,Yes,No,Yes,Yes,Female,No,18,No,0,6,13,6,10.857142857142858,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,0
Single,4,2,8,Daytime,1,146.0,0,18,22,26,40,143.9,No,No,No,Yes,Female,No,18,No,0,5,11,5,11.333333333333334,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,2
Single,0,4,5,Daytime,1,145.0,0,17,0,29,43,145.0,Yes,No,No,Yes,Female,Yes,19,No,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,2
Single,0,2,4,Daytime,1,126.0,0,6,23,29,43,132.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,14.166666666666666,0,0,6,8,6,12.375,0,10.8,1.4,1.74,2
Single,4,1,2,Evening,1,141.0,0,14,19,0,0,136.1,No,No,No,Yes,Female,No,24,No,0,6,7,6,12.833333333333334,0,0,6,8,6,12.0,0,7.6,2.6,0.32,2
Single,0,1,9,Daytime,1,141.0,0,17,22,24,38,138.9,No,No,No,Yes,Female,No,21,No,0,6,7,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,2
Single,0,1,9,Daytime,1,133.1,0,0,0,23,37,102.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,13.666666666666666,0,0,6,7,6,14.571428571428571,0,11.1,0.6,2.02,2
Single,9,1,10,Daytime,1,133.1,0,6,7,24,41,123.0,No,No,Yes,No,Female,Yes,28,No,0,6,6,6,10.833333333333334,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,0
Single,0,2,15,Daytime,1,127.0,0,17,7,29,42,137.5,Yes,No,No,Yes,Female,No,21,No,0,6,7,6,13.428571428571429,0,0,6,8,6,13.142857142857142,0,7.6,2.6,0.32,2
Single,0,1,11,Daytime,1,106.0,0,17,23,18,24,102.2,Yes,No,Yes,Yes,Male,No,20,No,0,7,7,7,12.401428571428571,0,0,8,10,6,11.808333333333332,0,11.1,0.6,2.02,1
Single,10,1,3,Daytime,1,130.0,0,12,8,22,40,105.3,No,No,No,No,Male,No,36,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0
Married,9,1,16,Evening,1,110.0,0,17,22,29,43,130.0,No,No,No,No,Male,No,42,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0
Married,9,1,16,Evening,1,150.0,0,17,22,29,41,122.5,No,No,No,Yes,Male,No,47,No,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,0
Single,9,1,6,Daytime,1,160.0,0,0,23,24,41,112.0,No,No,No,No,Male,No,25,No,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Single,9,1,13,Daytime,12,170.0,0,0,22,23,39,110.0,No,No,No,Yes,Male,Yes,25,No,0,6,8,6,14.142857142857142,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,2
Married,9,1,2,Evening,19,133.1,0,6,22,26,42,149.5,No,No,No,Yes,Male,No,48,No,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,0
Single,11,1,16,Evening,1,120.0,0,18,23,29,41,141.0,No,No,No,Yes,Male,Yes,32,No,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,2
Single,17,1,16,Evening,40,130.0,0,18,23,29,41,130.0,No,No,No,Yes,Male,No,38,No,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,0
Single,17,1,9,Daytime,40,130.0,0,17,22,25,39,130.0,No,No,No,Yes,Male,No,37,No,11,16,23,15,11.733333333333333,0,6,11,17,9,11.88888888888889,0,15.5,2.8,-4.06,2
Single,9,2,8,Daytime,1,120.0,0,17,22,29,43,104.0,No,No,No,No,Male,No,26,No,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,0
Single,12,1,5,Daytime,39,110.0,0,12,31,22,36,110.0,No,No,No,Yes,Male,No,23,No,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
Single,12,1,3,Daytime,39,120.0,0,18,7,23,39,120.0,No,No,No,Yes,Male,No,23,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,1
Single,12,1,3,Daytime,39,130.0,0,7,15,29,40,130.0,No,No,No,Yes,Male,No,20,No,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,1
Single,9,1,11,Daytime,4,150.0,0,12,23,23,41,127.0,Yes,No,No,Yes,Male,No,26,No,2,7,8,6,13.046666666666669,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,0
